<<<<<<< HEAD
Chicago NNP 
exchanges NNS 
. . 
 OOV
Later DT
, , 
Mr. NNP 
Brady NNP 
phoned DT
Mr. NNP 
Greenspan NNP 
, , 
SEC NNP 
Chairman DT
Richard NNP 
Breeden NNP 
and DT
numerous JJ 
contacts NNS 
in DT
New DT
York NNP 
and DT
overseas DT
. . 
 OOV
Aides OOV
say DT
he PRP 
continued DT
to TO 
work DT
the DT
phones NNS 
through DT
the DT
weekend NN 
. . 
 OOV
Administration DT
officials NNS 
say DT
President DT
Bush NNP 
was VBD 
briefed VBD 
throughout IN 
Friday NNP 
afternoon NN 
and DT
evening NN 
, , 
even DT
after DT
leaving DT
for DT
Camp NNP 
David NNP 
. . 
 OOV
He PRP 
had DT
frequent JJ 
telephone NN 
consultations OOV
with DT
Mr. NNP 
Brady NNP 
and DT
Michael NNP 
Boskin NNP 
, , 
chairman NN 
of DT
the DT
counsel NN 
of DT
economic JJ 
advisers NNS 
. . 
 OOV
Government DT
officials NNS 
tried DT
throughout IN 
the DT
weekend NN 
to TO 
render OOV
a DT
business-as-usual JJ 
appearance NN 
in DT
order DT
to TO 
avoid DT
any DT
sense DT
of DT
panic DT
. . 
 OOV
Treasury DT
Undersecretary NNP 
David NNP 
Mulford NNP 
, , 
for DT
instance NN 
, , 
was VBD 
at DT
a DT
meeting DT
of DT
the DT
Business DT
Council DT
in DT
Hot NNP 
Springs DT
, , 
Va. NNP 
, , 
when WRB 
the DT
stock DT
market DT
fell DT
, , 
and DT
remained DT
there DT
through DT
the DT
following DT
day NN 
. . 
 OOV
And CC 
as DT
of DT
last DT
night DT
, , 
Fed NNP 
Chairman DT
Greenspan NNP 
had DT
n't RB 
canceled DT
his DT
plans DT
to TO 
address DT
the DT
American DT
Bankers DT
Association DT
convention NN 
in DT
Washington NNP 
at DT
10 CD 
a.m. DT
this DT
morning NN 
. . 
 OOV
Ironically DT
, , 
Mr. NNP 
Greenspan NNP 
was VBD 
scheduled DT
to TO 
address DT
the DT
same JJ 
convention NN 
in DT
Dallas NNP 
on DT
Oct. DT
20 DT
, , 
1987 CD 
. . 
 OOV
He PRP 
flew VBD 
to TO 
Dallas NNP 
on DT
Oct. DT
19 CD 
, , 
when WRB 
the DT
market DT
plummeted DT
508 CD 
points DT
, , 
but DT
then DT
turned DT
around DT
the DT
next DT
morning NN 
and DT
returned DT
to TO 
Washington NNP 
without IN 
delivering VBG 
his DT
speech NN 
. . 
 OOV
Following VBG 
is DT
a DT
weekly DT
listing DT
of DT
unadited JJ 
net DT
asset NN 
values DT
of DT
publicly RB 
traded DT
investment DT
fund DT
shares DT
, , 
reported DT
by DT
the DT
companies NNS 
as DT
of DT
Friday NNP 
's DT
close DT
. . 
 OOV
Also RB 
shown VBN 
is DT
the DT
closing DT
listed DT
market DT
price DT
or CC 
a DT
dealer-to-dealer JJ 
asked DT
price DT
of DT
each DT 
fund DT
's DT
shares DT
, , 
with DT
the DT
percentage NN 
of DT
difference NN 
. . 
 OOV
b DT
- : 
As DT
of DT
Thursday NNP 
's DT
close DT
. . 
 OOV
c DT
- : 
Translated VBN 
at DT
Commercial DT
Rand NNP 
exchange DT
rate DT
. . 
 OOV
e DT
- : 
In DT
Canadian DT
dollars NNS 
. . 
 OOV
f DT
- : 
As DT
of DT
Wednesday NNP 
's DT
close DT
. . 
 OOV
g OOV
- : 
10.06.89 OOV
NAV:22.15 OOV
. . 
 OOV
z SYM 
- : 
Not RB 
available JJ 
. . 
 OOV
Put DT
down DT
that DT
phone DT
. . 
 OOV
Walk VBP 
around DT
the DT
room NN 
; : 
take DT
two CD 
deep DT
breaths OOV
. . 
 OOV
Resist OOV
the DT
urge DT
to TO 
call DT
your PRP$ 
broker NN 
and DT
sell DT
all DT
your PRP$ 
stocks DT
. . 
 OOV
That DT
's DT
the DT
advice NN 
of DT
most DT
investment DT
professionals NNS 
after DT
Friday NNP 
's DT
190-point DT
drop DT
in DT
the DT
Dow NNP 
Jones NNP 
Industrial DT
Average DT
. . 
 OOV
No DT
one DT
can DT
say DT
for DT
sure DT
what DT
will DT
happen DT
today NN 
. . 
 OOV
And CC 
investment DT
pros NNS 
are DT
divided DT
on DT
whether DT
stocks DT
will DT
perform DT
well DT
or CC 
badly RB 
in DT
the DT
next DT
six CD 
months NNS 
. . 
 OOV
But DT
they PRP 
're VBP 
nearly RB 
unanimous JJ 
on DT
one DT
point DT
: : 
Do DT
n't RB 
sell DT
into IN 
a DT
panic DT
. . 
 OOV
Investors DT
who WP 
sold DT
everything NN 
after DT
the DT
crash DT
of DT
1987 CD 
lived DT
to TO 
regret DT
it PRP 
. . 
 OOV
Even DT
after DT
Friday NNP 
's DT
plunge DT
, , 
the DT
Dow NNP 
Jones NNP 
Industrial DT
Average DT
was VBD 
48 CD 
% DT
above DT
where WRB 
it PRP 
landed DT
on DT
Oct. DT
19 CD 
two CD 
years NNS 
ago DT
. . 
 OOV
Panic NN 
selling DT
also RB 
was VBD 
unwise JJ 
during IN 
other JJ 
big JJ 
declines DT
in DT
the DT
past DT
. . 
 OOV
The DT
crash DT
of DT
1929 CD 
was VBD 
followed DT
by DT
a DT
substantial JJ 
recovery NN 
before DT
the DT
great DT
Depression DT
and DT
awful JJ 
bear DT
market DT
of DT
the DT
1930s DT
began VBD 
. . 
 OOV
The DT
`` `` 
October NNP 
massacres OOV
'' '' 
of DT
1978 CD 
and DT
1979 CD 
were VBD 
scary JJ 
, , 
but DT
did VBD 
n't RB 
lead DT
to TO 
severe JJ 
or CC 
sustained DT
downturns NNS 
. . 
 OOV
Indeed DT
, , 
some DT
pros NNS 
see DT
Friday NNP 
's DT
plunge DT
, , 
plus DT
any DT
further DT
damage DT
that DT
might DT
occur DT
early DT
this DT
week NN 
, , 
as DT
a DT
chance DT
for DT
bargain DT
hunting DT
. . 
 OOV
`` `` 
There DT
has DT
been VBN 
a DT
lot DT
of DT
emotional JJ 
selling DT
that DT
presents DT
a DT
nice JJ 
buying DT
opportunity NN 
if IN 
you PRP 
've DT
got DT
the DT
cash DT
, , 
'' '' 
says VBZ 
Stephen NNP 
B. NNP 
Timbers NNP 
, , 
chief DT
investment DT
officer NN 
of DT
Chicago-based JJ 
Kemper NNP 
Financial DT
Services DT
Inc NNP 
. . 
 OOV
But DT
most DT
advisers NNS 
think DT
the DT
immediate JJ 
course NN 
for DT
individual DT
investors NNS 
should MD 
be DT
to TO 
stand DT
pat OOV
. . 
 OOV
`` `` 
When WRB 
you PRP 
see DT
a DT
runaway JJ 
train DT
, , 
'' '' 
says VBZ 
Steve NNP 
Janachowski NNP 
, , 
partner NN 
in DT
the DT
San DT
Francisco NNP 
investment DT
advisory DT
firm DT
Brouwer NNP 
& DT
Janachowski NNP 
, , 
`` `` 
you PRP 
wait DT
for DT
the DT
train DT
to TO 
stop DT
. . 
'' '' 
 OOV
Even DT
for DT
people DT
who WP 
expect DT
a DT
bear DT
market DT
in DT
coming DT
months NNS 
-- : 
and DT
a DT
sizable JJ 
number NN 
of DT
money NN 
managers NNS 
and DT
market DT
pundits OOV
do DT
-- : 
the DT
advice NN 
is DT
: : 
Wait VB 
for DT
the DT
market DT
to TO 
bounce DT
back DT
, , 
and DT
sell DT
shares DT
gradually RB 
during IN 
rallies DT
. . 
 OOV
The DT
best DT
thing NN 
individual DT
investors NNS 
can DT
do DT
is DT
`` `` 
just DT
sit DT
tight DT
, , 
'' '' 
says VBZ 
Marshall NNP 
B. NNP 
Front NNP 
, , 
executive DT
vice DT
president DT
and DT
head DT
of DT
investment DT
counseling DT
at DT
Stein NNP 
Roe NNP 
& DT
Farnham OOV
Inc. DT
, , 
a DT
Chicago-based JJ 
investment DT
counseling DT
firm DT
that DT
manages VBZ 
about DT
$ $ 
18 CD 
billion CD 
. . 
 OOV
On DT
the DT
one DT
hand DT
, , 
Mr. NNP 
Front NNP 
says VBZ 
, , 
it PRP 
would MD 
be DT
misguided JJ 
to TO 
sell DT
into IN 
`` `` 
a DT
classic DT
panic DT
. . 
'' '' 
 OOV
On DT
the DT
other JJ 
hand DT
, , 
it PRP 
's DT
not RB 
necessarily RB 
a DT
good DT
time DT
to TO 
jump DT
in DT
and DT
buy DT
. . 
 OOV
`` `` 
This DT
is DT
all DT
emotion NN 
right DT
now DT
, , 
and DT
when WRB 
emotion NN 
starts DT
to TO 
run DT
, , 
it PRP 
can DT
run DT
further DT
than DT
anyone NN 
anticipates VBZ 
, , 
'' '' 
he PRP 
said DT
. . 
 OOV
`` `` 
So DT
it PRP 
's DT
more DT
prudent JJ 
to TO 
wait DT
and DT
see DT
how WRB 
things NNS 
stabilize DT
. . 
'' '' 
 OOV
Roger NNP 
Ibbotson NNP 
, , 
professor NN 
of DT
finance DT
at DT
Yale NNP 
University DT
and DT
head DT
of DT
the DT
market DT
information NN 
firm DT
Ibbotson NNP 
Associates DT
Inc. DT
, , 
says VBZ 
, , 
`` `` 
My DT
real DT
advice NN 
would MD 
be DT
to TO 
just DT
ride DT
through DT
it PRP 
. . 
 OOV
Generally RB 
, , 
it PRP 
is DT
n't RB 
wise JJ 
to TO 
be DT
in DT
and DT
out DT
'' '' 
of DT
the DT
stock DT
market DT
. . 
 OOV
Mr. NNP 
Ibbotson NNP 
thinks VBZ 
that DT
this DT
week NN 
is DT
`` `` 
going DT
to TO 
be DT
a DT
roller-coaster NN 
week NN 
. . 
'' '' 
 OOV
But DT
he PRP 
also RB 
thinks VBZ 
it PRP 
is DT
`` `` 
a DT
good DT
week NN 
to TO 
consider DT
buying DT
. . 
'' '' 
 OOV
John NNP 
Snyder NNP 
, , 
former DT
president DT
of DT
the DT
Los NNP 
Angeles NNP 
chapter NN 
of DT
the DT
National DT
Association DT
of DT
Investors DT
Corp. DT
, , 
an DT
organization NN 
of DT
investment DT
clubs NNS 
and DT
individual DT
investors NNS 
, , 
says VBZ 
his DT
fellow DT
club NN 
members DT
did VBD 
n't RB 
sell DT
in DT
the DT
crash DT
of DT
1987 CD 
, , 
and DT
see DT
no DT
reason DT
to TO 
sell DT
now DT
. . 
 OOV
`` `` 
We PRP 
're VBP 
dedicated DT
long-term DT
investors NNS 
, , 
not RB 
traders NNS 
, , 
'' '' 
he PRP 
says VBZ 
. . 
 OOV
`` `` 
We PRP 
understand DT
panics OOV
and DT
euphoria NN 
. . 
 OOV
And CC 
we DT
hope DT
to TO 
take DT
advantage DT
of DT
panics OOV
and DT
buy DT
stocks DT
when WRB 
they PRP 
plunge DT
. . 
'' '' 
 OOV
One DT
camp NN 
of DT
investment DT
pros NNS 
sees VBZ 
what DT
happened DT
Friday NNP 
as DT
an DT
opportunity NN 
. . 
 OOV
Over DT
the DT
next DT
days DT
and DT
weeks NNS 
, , 
they PRP 
say DT
, , 
investors NNS 
should MD 
look DT
for DT
stocks DT
to TO 
buy DT
. . 
 OOV
Friday NNP 
's DT
action NN 
`` `` 
was VBD 
an DT
old-fashioned JJ 
panic DT
, , 
'' '' 
says VBZ 
Alfred NNP 
Goldman NNP 
, , 
director NN 
of DT
technical JJ 
market DT
analysis NN 
for DT
A.G. NNP 
Edwards NNP 
& DT
Sons DT
in DT
St. NNP 
Louis NNP 
. . 
 OOV
`` `` 
Stocks NNS 
were VBD 
being DT
thrown VBN 
out DT
of DT
windows NNS 
at DT
any DT
price DT
. . 
'' '' 
 OOV
His PRP$ 
advice NN 
: : 
`` `` 
You PRP 
ought MD 
to TO 
be DT
there DT
with DT
a DT
basket NN 
catching VBG 
them DT
. . 
'' '' 
 OOV
James NNP 
Craig NNP 
, , 
portfolio NN 
manager NN 
for DT
the DT
Denver-based JJ 
Janus OOV
Fund DT
, , 
which WDT 
has DT
one DT
of DT
the DT
industry NN 
's DT
better DT
track DT
records DT
, , 
started DT
his DT
buying DT
during IN 
Friday NNP 
's DT
plunge DT
. . 
 OOV
Stocks NNS 
such DT
as DT
Hershey NNP 
Foods DT
Corp. DT
, , 
Wal-Mart NNP 
Stores DT
Inc. DT
, , 
American DT
International DT
Group NNP 
Inc. DT
and DT
Federal DT
National DT
Mortgage DT
Association DT
became VBD 
such DT
bargains NNS 
that DT
he PRP 
could MD 
n't RB 
resist DT
them DT
, , 
he PRP 
says VBZ 
. . 
 OOV
And CC 
Mr. NNP 
Craig NNP 
expects VBZ 
to TO 
pick DT
up DT
more DT
shares DT
today NN 
. . 
 OOV
`` `` 
It PRP 
will DT
be DT
chaotic JJ 
at DT
first DT
, , 
but DT
I DT
would MD 
not RB 
be DT
buying DT
if IN 
I DT
thought DT
we DT
were VBD 
headed DT
for DT
real DT
trouble NN 
, , 
'' '' 
he PRP 
says VBZ 
. . 
 OOV
He PRP 
argues VBZ 
that DT
stocks DT
are DT
reasonably RB 
valued DT
now DT
, , 
and DT
that DT
interest DT
rates DT
are DT
lower DT
now DT
than DT
in DT
the DT
fall DT
of DT
1987 CD 
. . 
 OOV
Mr. NNP 
Front NNP 
of DT
Stein NNP 
Roe NNP 
suggests VBZ 
that DT
any DT
buying DT
should MD 
`` `` 
concentrate DT
in DT
stocks DT
that DT
have DT
lagged DT
the DT
market DT
on DT
the DT
up DT
side DT
, , 
or CC 
stocks DT
that DT
have DT
been VBN 
beaten VBN 
down DT
a DT
lot DT
more DT
than DT
the DT
market DT
in DT
this DT
correction NN 
. . 
'' '' 
 OOV
His PRP$ 
firm DT
favors DT
selected DT
computer NN 
, , 
drug NN 
and DT
pollution-control DT
stocks DT
. . 
 OOV
Other DT
investment DT
pros NNS 
are DT
more DT
pessimistic JJ 
. . 
 OOV
They PRP 
say DT
investors NNS 
should MD 
sell DT
stocks DT
-- : 
but DT
not RB 
necessarily RB 
right DT
away DT
. . 
 OOV
Many DT
of DT
them DT
stress DT
that DT
the DT
selling DT
can DT
be DT
orderly JJ 
, , 
gradual JJ 
, , 
and DT
done DT
when WRB 
stock DT
prices NNS 
are DT
rallying DT
. . 
 OOV
On DT
Thursday NNP 
, , 
William NNP 
Fleckenstein OOV
, , 
a DT
Seattle DT
money NN 
manager NN 
, , 
used DT
futures NNS 
contracts DT
in DT
his DT
personal DT
account DT
to TO 
place DT
a DT
bet DT
that DT
the DT
broad JJ 
market DT
averages NNS 
would MD 
decline DT
. . 
 OOV
He PRP 
thinks VBZ 
the DT
underlying DT
inflation NN 
rate DT
is DT
around DT
5 CD 
% DT
to TO 
6 CD 
% DT
, , 
far DT
higher DT
than DT
most DT
people DT
suppose DT
. . 
 OOV
In DT
the DT
pension NN 
accounts DT
he PRP 
manages VBZ 
, , 
Mr. NNP 
Fleckenstein OOV
has DT
raised DT
cash DT
positions DT
and DT
invested DT
in DT
gold DT
and DT
natural DT
gas NN 
stocks DT
, , 
partly RB 
as DT
an DT
inflation NN 
hedge DT
. . 
 OOV
He PRP 
thinks VBZ 
government NN 
officials NNS 
are DT
terrified VBN 
to TO 
let DT
a DT
recession NN 
start DT
when WRB 
government NN 
, , 
corporate JJ 
and DT
personal DT
debt NN 
levels NNS 
are DT
so DT
high DT
. . 
 OOV
So DT
he PRP 
thinks VBZ 
the DT
government NN 
will DT
err VBP 
on DT
the DT
side DT
of DT
rekindled OOV
inflation NN 
. . 
 OOV
As DT
a DT
result DT
, , 
Mr. NNP 
Fleckenstein OOV
says VBZ 
, , 
`` `` 
I DT
think DT
the DT
ball NN 
game NN 
's DT
over DT
, , 
'' '' 
and DT
investors NNS 
are DT
about DT
to TO 
face DT
a DT
bear DT
market DT
. . 
 OOV
David NNP 
M. NNP 
Jones NNP 
, , 
vice DT
president DT
at DT
Aubrey OOV
G. NNP 
Lanston OOV
& DT
Co. DT
, , 
recommends VBZ 
Treasury DT
securities NNS 
( ( 
of DT
up DT
to TO 
five CD 
years NNS 
' DT
maturity NN 
) ) 
. . 
 OOV
He PRP 
says VBZ 
the DT
Oct. DT
6 CD 
employment NN 
report DT
, , 
showing DT
slower DT
economic JJ 
growth DT
and DT
a DT
severe JJ 
weakening DT
in DT
the DT
manufacturing DT
sector NN 
, , 
is DT
a DT
warning DT
sign DT
to TO 
investors NNS 
. . 
 OOV
One DT
strategy NN 
for DT
investors NNS 
who WP 
want DT
to TO 
stay DT
in DT
but DT
hedge DT
their PRP$ 
bets NNS 
is DT
to TO 
buy DT
`` `` 
put DT
'' '' 
options NNS 
, , 
either DT
on DT
the DT
individual DT
stocks DT
they PRP 
own DT
or CC 
on DT
a DT
broad JJ 
market DT
index NN 
. . 
 OOV
A DT
put DT
option NN 
gives VBZ 
its PRP$ 
holder NN 
the DT
right DT
( ( 
but DT
not RB 
the DT
obligation NN 
) ) 
to TO 
sell DT
a DT
stock DT
( ( 
or CC 
stock DT
index NN 
) ) 
for DT
a DT
specified DT
price DT
( ( 
the DT
strike DT
price DT
) ) 
until IN 
the DT
option NN 
expires VBZ 
. . 
 OOV
Whether DT
this DT
insurance NN 
is DT
worthwhile JJ 
depends VBZ 
on DT
the DT
cost DT
of DT
an DT
option NN 
. . 
 OOV
The DT
cost DT
, , 
or CC 
premium DT
, , 
tends VBZ 
to TO 
get DT
fat DT
in DT
times DT
of DT
crisis NN 
. . 
 OOV
Thus RB 
, , 
buying DT
puts DT
after DT
a DT
big JJ 
market DT
slide DT
can DT
be DT
an DT
expensive DT
way DT
to TO 
hedge DT
against IN 
risk DT
. . 
 OOV
The DT
prices NNS 
of DT
puts DT
generally RB 
did VBD 
n't RB 
soar DT
Friday NNP 
. . 
 OOV
For IN 
example NN 
, , 
the DT
premium DT
as DT
a DT
percentage NN 
of DT
the DT
stock DT
price DT
for DT
certain JJ 
puts DT
on DT
Eli NNP 
Lilly DT
& DT
Co. DT
moved DT
up DT
from IN 
3 DT
% DT
at DT
Thursday NNP 
's DT
close DT
to TO 
only DT
3.3 CD 
% DT
at DT
Friday NNP 
's DT
close DT
, , 
even DT
though DT
the DT
shares DT
dropped DT
more DT
than DT
$ $ 
5.50 CD 
. . 
 OOV
But DT
put-option OOV
prices NNS 
may MD 
zoom VB 
when WRB 
trading DT
resumes DT
today NN 
. . 
 OOV
It PRP 
's DT
hard DT
to TO 
generalize VB 
about DT
a DT
reasonable JJ 
price DT
for DT
puts DT
. . 
 OOV
But DT
investors NNS 
should MD 
keep DT
in DT
mind DT
, , 
before DT
paying DT
too RB 
much DT
, , 
that DT
the DT
average DT
annual JJ 
return DT
for DT
stock DT
holdings NNS 
, , 
long-term DT
, , 
is DT
9 CD 
% DT
to TO 
10 CD 
% DT
a DT
year NN 
; : 
a DT
return DT
of DT
15 DT
% DT
is DT
considered DT
praiseworthy OOV
. . 
 OOV
Paying VBG 
, , 
say DT
, , 
10 CD 
% DT
for DT
insurance NN 
against IN 
losses NNS 
takes VBZ 
a DT
deep DT
bite DT
out DT
of DT
the DT
return DT
. . 
 OOV
James NNP 
A. DT
White DT
and DT
Tom NNP 
Herman NNP 
contributed DT
to TO 
this DT
article NN 
. . 
 OOV
Coldwell NNP 
Banker NNP 
Commercial DT
Group NNP 
said DT
it PRP 
sold DT
$ $ 
47 CD 
million CD 
of DT
common DT
stock DT
to TO 
its PRP$ 
employees DT
at DT
$ $ 
10 CD 
a DT
share DT
, , 
giving VBG 
them DT
a DT
total DT
stake NN 
of DT
more DT
than DT
40 CD 
% DT
in DT
the DT
commercial DT
real DT
estate NN 
brokerage NN 
firm DT
. . 
 OOV
The DT
firm DT
, , 
which WDT 
was VBD 
acquired DT
in DT
April NNP 
from IN 
Sears DT
, , 
Roebuck NNP 
& DT
Co. DT
in DT
a DT
management-led JJ 
buy-out DT
, , 
had DT
planned DT
to TO 
sell DT
up DT
to TO 
$ $ 
56.4 CD 
million CD 
of DT
stock DT
, , 
or CC 
a DT
50 CD 
% DT
stake NN 
in DT
the DT
company NN 
, , 
to TO 
its PRP$ 
5,000 CD 
employees DT
. . 
 OOV
Though DT
the DT
offering DT
did VBD 
n't RB 
sell DT
out DT
, , 
James NNP 
J. NNP 
Didion OOV
, , 
chairman NN 
and DT
chief DT
executive DT
officer NN 
, , 
said DT
, , 
`` `` 
We PRP 
're VBP 
pretty DT
proud JJ 
of DT
the DT
employees DT
' DT
response NN 
. . 
'' '' 
 OOV
He PRP 
noted DT
that DT
unlike IN 
an DT
employee NN 
stock DT
ownership NN 
plan DT
, , 
where WRB 
a DT
company NN 
usually RB 
borrows VBZ 
money NN 
from IN 
third DT
party NN 
lenders NNS 
to TO 
buy DT
stock DT
that DT
it PRP 
sets DT
aside DT
to TO 
award NN 
employees DT
over DT
time DT
, , 
here RB 
employees DT
had DT
to TO 
fork OOV
out DT
their PRP$ 
own DT
cash DT
for DT
the DT
stock DT
. . 
 OOV
`` `` 
They PRP 
came VBD 
up DT
with DT
their PRP$ 
own DT
money NN 
instead RB 
of DT
borrowed DT
money NN 
, , 
'' '' 
Mr. NNP 
Didion OOV
said DT
. . 
 OOV
`` `` 
It PRP 
's DT
totally RB 
different JJ 
. . 
'' '' 
 OOV
He PRP 
said DT
the DT
offering DT
was VBD 
designed DT
to TO 
create DT
long-term DT
incentives NNS 
for DT
employees DT
. . 
 OOV
`` `` 
We PRP 
're VBP 
in DT
a DT
service DT
business NN 
, , 
and DT
in DT
that DT
context NN 
, , 
it PRP 
's DT
vital JJ 
to TO 
have DT
your PRP$ 
employees DT
involved DT
in DT
the DT
ownership NN 
so DT
they PRP 
have DT
a DT
stake NN 
in DT
the DT
success NN 
. . 
'' '' 
 OOV
The DT
brokerage NN 
firm DT
wo MD 
n't RB 
pay DT
a DT
dividend NN 
on DT
the DT
stock DT
. . 
 OOV
Employees DT
have DT
the DT
right DT
to TO 
trade DT
stock DT
among IN 
themselves PRP 
, , 
and DT
the DT
company NN 
will DT
establish VB 
an DT
internal JJ 
clearing DT
house DT
for DT
these DT 
transactions NNS 
. . 
 OOV
They PRP 
may MD 
also RB 
eventually RB 
sell DT
the DT
shares DT
to TO 
third DT
parties DT
, , 
but DT
the DT
outside DT
investors NNS 
who WP 
own DT
the DT
remaining DT
60 DT
% DT
of DT
Coldwell NNP 
Banker NNP 
have DT
the DT
right DT
to TO 
first DT
refusal NN 
. . 
 OOV
Those DT 
outside DT
investors NNS 
in DT
Coldwell NNP 
Banker NNP 
include DT
Carlyle NNP 
Group NNP 
, , 
a DT
closely RB 
held DT
Washington NNP 
, , 
D.C. NNP 
, , 
merchant NN 
banking DT
firm DT
whose WP$ 
co-chairman NN 
is DT
Frank NNP 
Carlucci NNP 
, , 
former DT
secretary NN 
of DT
defense NN 
; : 
Frederic NNP 
V. NNP 
Malek OOV
, , 
senior JJ 
adviser NN 
to TO 
Carlyle NNP 
Group NNP 
; : 
Mellon NNP 
Family NNP 
Trust DT
of DT
Pittsburgh NNP 
; : 
Westinghouse NNP 
Credit DT
Corp. DT
, , 
the DT
financial JJ 
services DT
unit NN 
of DT
Westinghouse NNP 
Electric NNP 
Corp. DT
; : 
Bankers DT
Trust DT
Co. DT
, , 
a DT
unit NN 
of DT
Bankers DT
Trust DT
New DT
York NNP 
Corp. DT
; : 
and DT
a DT
group DT
of DT
Japanese DT
investors NNS 
represented DT
by DT
the DT
investment DT
banking DT
unit NN 
of DT
Tokyo-based JJ 
Sumitomo NNP 
Bank DT
. . 
 OOV
Bankers DT
Trust DT
and DT
Sumitomo NNP 
financed VBN 
the DT
$ $ 
300 CD 
million CD 
acquisition NN 
from IN 
Sears DT
Roebuck NNP 
. . 
 OOV
Coldwell NNP 
Banker NNP 
also RB 
named DT
three CD 
outside DT
director NN 
nominees NNS 
for DT
its PRP$ 
17 CD 
member NN 
board DT
. . 
 OOV
The DT
nominees NNS 
are DT
Gary NNP 
Wilson NNP 
, , 
chief DT
financial JJ 
officer NN 
of DT
Walt NNP 
Disney NNP 
Co. DT
; : 
James NNP 
Montgomery NNP 
, , 
chief DT
executive DT
officer NN 
of DT
Great DT
Western DT
Financial DT
Corp. DT
; : 
and DT
Peter NNP 
Ubberroth OOV
, , 
former DT
commissioner NN 
of DT
baseball NN 
and DT
now DT
a DT
private DT
investor NN 
. . 
 OOV
The DT
first DT
major DT
event NN 
this DT
morning NN 
in DT
U.S. DT
stock DT
and DT
futures NNS 
trading DT
may MD 
be DT
a DT
pause DT
at DT
the DT
Chicago NNP 
Mercantile NNP 
Exchange DT
. . 
 OOV
Under IN 
a DT
reform DT
arising VBG 
from IN 
the DT
1987 CD 
crash DT
, , 
trading DT
in DT
the DT
Merc NNP 
's DT
stock-index DT
futures NNS 
will DT
break DT
for DT
10 CD 
minutes NNS 
if IN 
the DT
contract DT
opens VBZ 
and DT
stays DT
five CD 
points DT
from IN 
Friday NNP 
's DT
close DT
, , 
a DT
move DT
equal DT
to TO 
40 CD 
points DT
on DT
the DT
Dow NNP 
Jones NNP 
Industrial DT
Average DT
. . 
 OOV
The DT
aim DT
of DT
the DT
interruption NN 
would MD 
be DT
to TO 
ease DT
the DT
opening DT
of DT
the DT
New DT
York NNP 
Stock DT
Exchange DT
, , 
which WDT 
would MD 
be DT
hammered VBN 
by DT
such DT
a DT
volatile JJ 
move DT
on DT
the DT
Merc NNP 
. . 
 OOV
That DT
early-morning JJ 
breather NN 
is DT
just DT
one DT
of DT
a DT
number NN 
of DT
safeguards NNS 
adopted DT
after DT
the DT
1987 CD 
crash DT
. . 
 OOV
The DT
Big DT
Board DT
also RB 
added DT
computer NN 
capacity NN 
to TO 
handle DT
huge JJ 
surges VBZ 
in DT
trading DT
volume NN 
. . 
 OOV
Several JJ 
of DT
those DT 
post-crash JJ 
changes DT
kicked DT
in DT
during IN 
Friday NNP 
's DT
one-hour JJ 
collapse DT
and DT
worked DT
as DT
expected DT
, , 
even DT
though DT
they PRP 
did VBD 
n't RB 
prevent DT
a DT
stunning JJ 
plunge DT
. . 
 OOV
But DT
the DT
major DT
`` `` 
circuit NN 
breakers NNS 
'' '' 
have DT
yet DT
to TO 
be DT
evaluated VBN 
. . 
 OOV
A DT
deeper DT
market DT
plunge DT
today NN 
could MD 
give DT
them DT
their PRP$ 
first DT
test DT
. . 
 OOV
A DT
further DT
slide DT
also RB 
would MD 
resurrect DT
debate DT
over DT
a DT
host DT
of DT
other JJ 
, , 
more DT
sweeping DT
changes DT
proposed DT
-- : 
but DT
not RB 
implemented DT
-- : 
after DT
the DT
last DT
crash DT
. . 
 OOV
Most DT
notably RB 
, , 
several JJ 
